company,industry_code,country,region,industry
Elantec Semiconductor Inc,6,United States,North America,Business Equipment & Software
SONUS Pharmaceuticals Inc,10,United States,North America,Healthcare
GT Bicycles Inc,2,United States,North America,Consumer Durables
ADE Corp,6,United States,North America,Business Equipment & Software
Gliatech Inc,10,United States,North America,Healthcare
CollabRx Inc,6,United States,North America,Business Equipment & Software
Enterprise Systems Inc,6,United States,North America,Business Equipment & Software
RadiSys Corp,6,United States,North America,Business Equipment & Software
Koninklijke Kpn NV,7,Netherlands,Europe,Telecommunication
Etec Systems Inc,3,United States,North America,Manufacturing
Pharmacyclics Inc,10,United States,North America,Healthcare
Specialized Health Products International,3,United States,North America,Manufacturing
Mediaone Group Inc,7,United States,North America,Telecommunication
Wescam Inc,6,Canada,North America,Business Equipment & Software
Qwest Communications International Inc.,7,United States,North America,Telecommunication
Opko Health Inc,10,United States,North America,Healthcare
Henry Schein Inc,9,United States,North America,Wholesale & Retail
Milestone Scientific Inc.,10,United States,North America,Healthcare
Perclose Inc,10,United States,North America,Healthcare
Ross Technology Inc,6,United States,North America,Business Equipment & Software
Geltex Pharmaceuticals Inc,10,United States,North America,Healthcare
SanDisk Corp,6,United States,North America,Business Equipment & Software
Schweitzer-Mauduit Intl Inc,3,United States,North America,Manufacturing
Medwave Inc,10,United States,North America,Healthcare
Jacuzzi Brands Inc,3,United States,North America,Manufacturing
Insignia Solutions Plc,9,United States,North America,Wholesale & Retail
Applied Microsystems Corp,6,United States,North America,Business Equipment & Software
Lexmark International Inc.,6,United States,North America,Business Equipment & Software
Lumisys Inc,6,United States,North America,Business Equipment & Software
AMX Corp,6,United States,North America,Business Equipment & Software
Advent Software Inc.,6,United States,North America,Business Equipment & Software
Photon Dynamics Inc,6,United States,North America,Business Equipment & Software
Advanced Energy Industries Inc.,6,United States,North America,Business Equipment & Software
Estee Lauder Companies Inc. (The),5,United States,North America,Chemicals
Secure Computing Corp,6,United States,North America,Business Equipment & Software
SMART Modular Technologies (WWH) Inc,6,United States,North America,Business Equipment & Software
Waters Corp,6,United States,North America,Business Equipment & Software
Headwaters Inc,3,United States,North America,Manufacturing
Boston Beer Co Inc. (The),1,United States,North America,Consumer Non-Durables
Intevac Inc,3,United States,North America,Manufacturing
NetApp Inc,6,United States,North America,Business Equipment & Software
Silicon Storage Technology Inc,6,United States,North America,Business Equipment & Software
PAREXEL International Corp,12,United States,North America,Other
Pathogenesis Corp,10,United States,North America,Healthcare
Cardiometrics Inc,10,United States,North America,Healthcare
Eni SpA,4,Italy,Europe,Energy
Pixar,12,United States,North America,Other
Northwest Pipe Co,3,United States,North America,Manufacturing
Benchmarq Microelectronics,6,United States,North America,Business Equipment & Software
Objective Systems Integrators Inc,6,United States,North America,Business Equipment & Software
Westell Technologies Inc,6,United States,North America,Business Equipment & Software
Novavax Inc,10,United States,North America,Healthcare
Accelrys Inc.,6,United States,North America,Business Equipment & Software
Learning Tree International Inc,12,United States,North America,Other
Nuo Therapeutics Inc,10,United States,North America,Healthcare
Citrix Systems Inc.,6,United States,North America,Business Equipment & Software
Neuromedical Systems Inc,10,United States,North America,Healthcare
Nuance Communications Inc,6,United States,North America,Business Equipment & Software
AML Communications Inc,6,United States,North America,Business Equipment & Software
Advanced Lighting Technologies Inc,2,United States,North America,Consumer Durables
PharmaNetics Inc,10,United States,North America,Healthcare
Enliven Marketing Technologies Corp,6,United States,North America,Business Equipment & Software
Molecular Devices Corp,6,United States,North America,Business Equipment & Software
Atari Inc,6,United States,North America,Business Equipment & Software
Synaptic Pharmaceutical Corp,10,United States,North America,Healthcare
Tollgrade Communications Inc,6,United States,North America,Business Equipment & Software
Adept Technology Inc,3,United States,North America,Manufacturing
Fuisz Technologies Ltd,10,United States,North America,Healthcare
Star Group LP,9,United States,North America,Wholesale & Retail
Zoran Corp,6,United States,North America,Business Equipment & Software
ITT Corporation,12,United States,North America,Other
Hartford Financial Services Group Inc. (The),11,United States,North America,Finance
Impax Laboratories Inc,10,United States,North America,Healthcare
Nymox Pharmaceutical Corp,10,Bahamas,North America,Healthcare
Strasbaugh,3,United States,North America,Manufacturing
Elcom International Inc,6,United States,North America,Business Equipment & Software
Core Laboratories NV,4,Netherlands,Europe,Energy
Elizabeth Arden Inc,5,United States,North America,Chemicals
Astrotech Corp,6,United States,North America,Business Equipment & Software
Axcan Pharma Inc,10,United States,North America,Healthcare
Roadway Corp,12,United States,North America,Other
Be Semiconductor Industries NV,3,Netherlands,Europe,Manufacturing
Echocath Inc,11,United States,North America,Finance
Titan Pharmaceuticals Inc.,10,United States,North America,Healthcare
Biocoral Inc,10,France,Europe,Healthcare
Open Text Corp,6,Canada,North America,Business Equipment & Software
NEON Communications Group Inc,6,United States,North America,Business Equipment & Software
Idera Pharmaceuticals Inc,10,United States,North America,Healthcare
NeoPharm Inc-Old,10,United States,North America,Healthcare
NICE Ltd,6,Israel,Other,Business Equipment & Software
Performance Technologies Inc,6,United States,North America,Business Equipment & Software
Omnipoint Corp,7,United States,North America,Telecommunication
Aavid Thermal Technologies,6,United States,North America,Business Equipment & Software
Lernout & Hauspie Speech Products NV,6,United States,North America,Business Equipment & Software
Heartstream Inc,10,United States,North America,Healthcare
ENGlobal Corp,12,United States,North America,Other
Harbor Diversified Inc,10,United States,North America,Healthcare
Aeolus Pharmaceuticals Inc,10,United States,North America,Healthcare
REMEC Inc,12,United States,North America,Other
United States Postal Service,12,United States,North America,Other
ArthroCare Corp,10,United States,North America,Healthcare
Documentum Inc,6,United States,North America,Business Equipment & Software
Sizmek Inc,6,United States,North America,Business Equipment & Software
Endovascular Technologies Inc,10,United States,North America,Healthcare
Widepoint Corp,6,United States,North America,Business Equipment & Software
TB Wood's Corp,3,United States,North America,Manufacturing
Alpha Pro Tech Ltd.,3,Canada,North America,Manufacturing
Multimedia Games Holding Co Inc,2,United States,North America,Consumer Durables
Apricus Biosciences Inc,10,United States,North America,Healthcare
Nofire Technologies Inc,5,United States,North America,Chemicals
Online Power Supply Inc,3,United States,North America,Manufacturing
Vasamed Inc,10,United States,North America,Healthcare
Vitalcom Inc,6,United States,North America,Business Equipment & Software
Xetel Corp,6,United States,North America,Business Equipment & Software
Cybercash Inc,6,United States,North America,Business Equipment & Software
IRIDEX Corp,10,United States,North America,Healthcare
Landec Corp,1,United States,North America,Consumer Non-Durables
Neose Technologies Inc,10,United States,North America,Healthcare
Paid Inc,6,United States,North America,Business Equipment & Software
Endocare Inc,10,United States,North America,Healthcare
Polyair Inter Pack Inc.,3,Canada,North America,Manufacturing
Permanent Technologies Inc,3,United States,North America,Manufacturing
USA Technologies Inc,6,United States,North America,Business Equipment & Software
LightPath Technologies Inc,6,United States,North America,Business Equipment & Software
Ultrafem Inc,3,United States,North America,Manufacturing
Columbus McKinnon Corp,3,United States,North America,Manufacturing
Clean Coal Technologies Inc,11,United States,North America,Finance
Xenometrix Inc,10,United States,North America,Healthcare
Conceptus Inc,10,United States,North America,Healthcare
Connetics Corp,10,United States,North America,Healthcare
Sonics & Materials Inc,6,United States,North America,Business Equipment & Software
Youbet.com Inc,12,United States,North America,Other
Gemstar TV Guide International Inc,7,United States,North America,Telecommunication
Forward Industries Inc,1,United States,North America,Consumer Non-Durables
Alexion Pharmaceuticals Inc,10,United States,North America,Healthcare
CSG Systems International Inc.,6,United States,North America,Business Equipment & Software
Flanders Corp,3,United States,North America,Manufacturing
Engineering Animation Inc,6,United States,North America,Business Equipment & Software
SCOLR Pharma Inc.,10,United States,North America,Healthcare
SPAR Group Inc,12,United States,North America,Other
Terremark Worldwide Inc,6,United States,North America,Business Equipment & Software
First American Scientific Corp,3,Canada,North America,Manufacturing
Leitch Technology Corp,6,Canada,North America,Business Equipment & Software
Compare Generiks Inc,9,United States,North America,Wholesale & Retail
